timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
16.030,99.877,103.727,0.000,0.000,4.094,0.976,0.000,0.000,0.891,1.742,0.000,8.331,10.434,10.388
16.040,102.683,105.036,0.000,0.000,3.833,1.463,0.000,0.314,1.087,0.429,0.000,1.156,1.346,3.148
16.050,110.741,110.813,0.000,0.000,2.945,0.725,0.000,0.482,2.230,0.266,0.000,0.000,0.000,0.165
16.060,121.429,119.942,0.000,0.226,2.114,0.000,0.000,0.000,3.225,1.124,0.000,0.000,0.000,0.505
16.070,129.765,128.043,0.000,1.284,1.156,0.000,0.000,0.000,2.769,1.685,1.524,0.000,0.887,1.580
16.080,133.767,132.615,0.596,1.508,0.000,0.000,0.000,0.000,0.774,1.181,1.686,0.000,0.337,1.675
16.090,134.953,134.471,0.525,1.733,0.000,0.257,0.000,0.450,0.000,0.340,0.757,0.000,0.000,0.750
16.100,135.709,135.791,0.000,2.911,0.000,1.031,0.000,1.562,0.000,0.452,0.495,0.000,0.000,0.000
16.110,137.161,137.663,0.000,4.652,0.000,1.107,0.000,0.642,0.000,1.602,1.298,0.000,0.000,0.000
16.120,139.069,139.419,0.000,5.730,0.000,0.703,0.589,0.000,0.000,2.250,1.693,0.000,0.000,0.000
16.130,140.560,139.752,3.685,5.965,0.631,0.201,2.045,0.000,1.275,0.984,0.456,0.000,0.000,0.000
16.140,140.387,137.878,7.360,6.600,3.004,0.001,3.110,0.000,1.604,0.000,0.000,0.000,0.000,0.805
16.150,137.324,133.725,9.571,8.620,2.832,0.578,2.683,0.476,0.876,0.000,0.000,0.000,0.000,1.396
16.160,131.423,127.854,11.128,11.453,0.000,1.724,0.516,0.957,0.000,0.000,0.000,0.000,0.000,1.353
16.170,124.415,121.467,13.043,13.699,0.000,2.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.070
16.180,117.836,115.677,15.276,14.847,0.000,0.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.926
16.190,111.312,110.407,17.204,15.996,0.000,0.000,0.000,0.474,0.000,0.037,0.000,0.000,0.000,0.937
16.200,103.749,104.554,18.652,18.701,1.323,0.000,2.959,1.481,0.604,0.633,0.000,0.000,0.284,0.876
16.210,95.495,97.434,20.419,23.203,2.891,0.204,4.667,0.774,1.612,2.115,0.000,0.856,0.397,0.632
16.220,87.973,89.535,23.717,28.046,2.276,2.211,4.202,0.000,1.336,2.985,1.005,1.601,0.000,0.367
16.230,81.534,81.610,28.643,31.401,0.899,1.966,2.545,0.000,0.179,1.826,2.790,1.086,0.000,0.256
16.240,74.964,73.686,33.339,32.518,0.430,0.000,0.853,0.000,0.000,0.000,3.577,0.000,0.000,0.195
16.250,67.302,65.550,35.397,32.111,1.347,0.000,0.000,0.000,0.000,0.000,3.388,0.000,0.000,0.000
16.260,59.189,57.646,34.250,31.677,2.630,0.000,0.000,0.000,0.735,0.000,3.062,0.000,0.000,0.000
16.270,51.854,50.518,31.663,32.301,2.680,0.000,0.000,0.000,0.743,0.000,3.007,0.358,0.000,0.000
16.280,45.422,43.828,29.715,33.600,1.000,1.911,0.000,0.000,0.180,0.331,2.579,2.612,0.000,0.000
16.290,39.051,37.089,28.834,33.808,0.000,3.397,2.036,0.000,0.000,0.995,1.019,3.079,0.000,0.597
16.300,32.534,30.977,28.157,31.407,0.000,3.971,5.124,0.000,0.183,0.845,0.000,1.550,0.000,0.889
16.310,26.798,26.463,27.149,26.806,2.181,4.707,7.645,0.000,0.233,0.991,0.000,0.000,1.376,0.868
16.320,22.485,22.978,25.798,22.000,5.863,6.313,9.246,0.000,0.000,1.714,0.000,0.000,3.218,1.229
16.330,18.909,18.983,23.630,18.473,8.658,9.165,10.894,0.354,0.000,2.127,0.000,0.000,3.199,1.942
16.340,15.213,14.250,20.035,15.937,10.868,13.581,13.841,1.308,0.000,1.578,0.105,0.239,1.773,2.172
16.350,11.875,9.972,15.698,13.304,14.288,19.491,18.367,1.212,0.000,0.560,0.000,0.000,0.516,1.544
16.360,9.929,6.708,12.212,10.352,20.280,26.535,23.986,0.424,0.000,0.000,0.000,0.000,0.362,0.607
16.370,9.110,3.931,9.881,7.894,28.690,35.006,30.348,0.000,0.000,0.000,0.000,0.000,0.988,0.000
16.380,8.103,1.694,7.374,6.590,38.021,45.952,37.213,0.282,0.000,0.000,0.000,0.238,1.456,0.000
16.390,6.500,0.942,4.122,6.174,46.502,59.721,44.110,0.540,0.897,0.000,1.303,2.698,1.141,0.000
16.400,5.137,1.850,1.587,5.789,53.577,75.119,51.050,0.059,1.725,0.393,1.892,2.290,0.463,0.000
16.410,4.412,3.336,1.236,4.702,60.501,90.712,59.253,0.000,0.474,1.705,0.789,0.102,0.675,0.000
16.420,3.593,4.431,2.365,2.908,69.067,106.342,69.827,0.000,0.000,3.557,0.000,0.000,2.263,0.000
16.430,2.100,4.896,2.922,1.402,79.347,122.390,81.496,0.308,0.000,4.553,0.000,1.308,3.769,0.000
16.440,0.533,4.465,1.938,1.415,88.910,137.754,90.886,0.034,0.000,3.586,0.000,3.664,3.220,0.000
16.450,0.050,2.732,0.374,2.735,94.805,149.711,95.783,0.000,2.939,1.107,0.000,4.312,0.771,0.056
16.460,1.204,0.099,0.000,3.379,96.412,156.245,97.209,0.000,5.445,0.000,0.019,3.553,0.000,1.200
16.470,3.409,0.000,0.000,1.891,95.881,157.791,97.606,0.000,5.652,0.000,0.979,2.784,0.000,1.419
16.480,5.230,0.000,0.000,0.000,95.628,156.030,97.787,0.000,3.773,0.000,0.926,2.390,0.374,0.963
16.490,5.352,0.000,0.000,0.000,95.777,151.435,96.505,2.824,0.392,0.000,0.517,1.820,0.822,0.163
16.500,3.674,0.000,0.000,0.000,94.189,142.892,92.432,1.551,0.000,0.000,0.233,0.786,0.017,0.000
16.510,1.409,0.656,0.000,0.000,88.684,129.791,85.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16.520,0.000,1.298,0.575,0.000,79.160,113.652,77.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000
16.530,0.000,2.401,1.539,0.000,67.871,97.001,67.959,12.221,15.524,0.000,0.000,0.000,0.000,0.000
16.540,0.042,3.347,2.073,0.000,57.729,81.255,58.242,36.534,39.152,0.814,0.000,0.709,0.000,0.000
16.550,0.348,2.808,1.438,1.640,50.022,66.542,48.056,59.607,60.718,2.346,0.304,1.036,0.233,1.573
16.560,0.477,0.717,0.000,2.407,43.559,52.895,37.934,73.269,73.469,1.737,1.364,0.357,0.215,1.374
16.570,0.895,0.000,0.000,0.960,36.102,40.198,28.756,78.304,78.512,0.540,1.304,0.000,0.000,0.000
16.580,1.809,0.000,0.000,0.000,26.672,27.584,20.872,80.437,81.437,0.277,0.241,0.000,0.000,0.000
16.590,2.338,0.107,0.238,0.000,16.536,14.832,13.836,83.758,86.088,1.071,0.000,0.000,0.000,0.000
16.600,1.266,0.958,0.878,1.305,7.991,4.222,7.366,88.725,92.123,2.052,0.000,0.000,0.000,0.213
16.610,0.000,0.432,0.689,1.750,2.345,0.000,2.190,93.991,96.968,2.240,1.136,0.000,0.000,0.584
16.620,0.000,0.000,0.654,0.475,0.000,0.000,0.000,98.181,99.007,1.350,2.399,0.000,0.340,0.000
16.630,0.000,0.000,1.282,0.000,0.000,1.290,0.000,100.447,98.961,0.315,2.642,0.000,0.715,0.000
16.640,0.000,0.000,1.599,0.000,0.000,2.232,1.016,100.629,98.479,0.634,2.412,0.000,0.076,0.000
16.650,0.071,0.330,0.639,0.974,1.009,1.500,2.158,99.250,97.960,2.820,2.808,1.143,0.000,0.667
16.660,0.000,0.738,0.000,2.136,2.909,0.544,1.578,97.045,96.450,5.787,3.996,1.498,0.000,1.009
16.670,0.000,0.776,0.000,1.799,3.599,0.053,0.000,94.239,93.481,7.971,5.307,0.000,0.096,0.888
16.680,0.503,0.476,0.000,0.746,3.347,0.000,0.000,90.235,89.857,8.815,6.635,0.000,1.488,1.260
16.690,1.165,0.000,0.041,0.253,3.226,0.000,0.000,84.170,86.289,9.133,8.683,0.833,1.683,2.170
16.700,0.356,0.000,0.000,0.282,3.650,0.000,0.000,75.974,82.152,10.243,11.692,2.244,0.387,2.768
16.710,0.000,0.000,0.000,0.000,3.965,0.000,0.000,66.985,76.275,12.834,14.939,1.708,0.000,2.579
16.720,0.000,0.000,0.000,0.000,3.365,0.000,0.000,59.290,68.517,16.578,17.785,0.134,0.000,2.140
16.730,0.000,0.000,0.000,0.000,1.870,0.045,0.000,54.008,60.005,20.523,20.254,0.000,0.000,2.182
16.740,0.836,0.000,0.000,0.000,0.399,0.000,0.000,50.210,51.942,23.623,22.182,0.000,0.000,2.514
16.750,2.420,0.214,0.000,0.000,0.000,0.000,0.000,45.864,44.775,25.097,22.767,0.000,0.000,2.220
16.760,3.365,1.586,0.000,0.913,0.664,0.000,0.000,39.818,38.579,24.678,21.707,0.000,0.000,0.916
16.770,3.352,2.523,0.000,1.408,1.587,0.000,0.691,32.650,33.426,22.706,20.034,0.000,0.000,0.000
16.780,2.414,2.192,0.000,0.461,1.438,0.000,2.853,25.756,28.921,19.978,18.926,0.038,1.513,0.000
16.790,1.068,0.962,0.000,0.000,0.000,0.412,3.452,20.057,24.236,17.384,18.172,2.707,3.274,0.813
16.800,0.000,0.027,0.000,0.000,0.000,0.000,2.326,15.678,19.344,15.369,16.684,4.582,3.663,3.905
16.810,0.000,0.000,0.000,0.066,0.000,0.000,0.599,12.402,15.419,13.668,14.327,5.164,4.092,7.403
16.820,0.000,0.038,0.918,0.489,0.000,0.000,0.000,10.018,13.182,11.794,12.279,6.307,6.909,10.860
16.830,0.000,0.000,2.375,0.000,1.541,0.000,0.000,8.318,11.573,9.815,11.380,10.250,12.750,14.842
16.840,0.000,0.000,3.049,0.000,3.335,0.298,0.000,6.984,9.078,8.291,10.863,17.101,20.403,19.876
16.850,0.234,0.000,2.262,0.000,3.817,0.344,0.000,5.563,5.787,7.278,9.158,24.717,28.821,25.429
16.860,0.368,0.000,0.774,0.000,2.891,0.000,0.000,3.769,3.159,5.823,5.790,31.119,38.154,30.614
16.870,0.211,0.000,0.000,0.000,1.503,0.160,0.000,1.991,2.142,3.030,2.207,36.704,49.130,35.601
16.880,0.322,0.000,0.000,0.227,0.996,0.799,0.344,1.085,2.434,0.000,0.524,43.628,62.140,41.501
16.890,0.734,0.000,0.000,0.382,1.784,0.959,0.889,1.306,3.152,0.000,1.291,52.905,76.503,48.970
16.900,0.663,0.005,0.155,0.621,2.833,0.372,1.131,1.906,3.422,0.000,2.722,62.667,90.234,57.536
16.910,0.000,1.316,0.465,1.416,2.738,0.000,1.026,2.151,2.673,0.000,2.494,69.872,101.068,65.964
16.920,0.000,1.202,1.071,1.703,1.234,0.000,0.626,2.191,1.163,0.229,0.217,73.207,107.850,72.571
16.930,0.000,0.887,2.022,0.810,0.000,0.309,0.030,2.423,0.000,0.000,0.000,73.482,110.550,75.558
16.940,2.381,1.634,2.740,0.037,0.000,0.920,0.000,2.470,0.000,0.000,0.000,71.749,109.217,73.982
16.950,2.804,2.105,2.397,1.038,0.091,1.009,0.000,1.628,0.000,0.000,0.000,68.194,103.753,68.608
16.960,0.000,0.000,1.093,3.090,1.364,0.933,0.000,0.221,0.000,0.000,1.526,62.669,94.699,61.399
16.970,0.000,0.000,0.145,3.493,1.630,1.439,0.000,0.000,0.000,0.000,2.670,55.432,83.516,54.011
16.980,0.000,0.574,0.465,1.085,0.682,2.395,0.000,0.234,0.000,0.000,1.972,47.378,71.689,46.871
16.990,22.387,20.414,1.213,0.000,0.000,2.706,0.000,1.431,0.000,0.000,0.457,39.790,59.765,39.603
17.000,56.146,51.615,0.985,0.000,0.000,1.800,0.723,1.984,2.391,0.000,0.000,33.247,47.463,31.951
17.010,84.810,80.405,0.000,0.000,0.000,0.477,1.016,1.717,3.894,0.489,0.000,26.586,34.605,24.086
17.020,99.234,96.929,0.000,1.537,0.000,0.000,0.525,1.304,2.265,0.000,0.000,18.110,21.926,16.437
17.030,103.368,103.209,0.000,2.555,0.000,0.000,0.000,1.260,0.000,0.000,0.000,8.484,11.074,9.716
17.040,106.661,107.346,0.198,1.798,0.695,0.246,0.000,1.403,0.000,0.000,0.303,1.230,3.722,4.789
17.050,113.752,113.971,1.388,0.132,0.852,0.476,0.000,1.328,0.000,0.000,1.076,0.000,0.352,1.955
17.060,122.551,121.914,1.815,0.000,0.000,0.599,0.553,0.946,0.000,0.828,1.356,0.383,0.000,0.518
17.070,129.328,128.313,1.216,0.000,0.000,0.629,1.099,0.213,1.741,2.323,0.335,0.975,0.195,0.000
17.080,133.126,132.333,0.170,0.000,0.000,0.503,1.098,0.000,1.608,3.169,0.000,0.000,0.095,0.000
17.090,135.371,135.166,0.000,2.557,0.000,0.200,0.942,0.000,0.000,3.404,0.000,0.000,0.000,0.000
17.100,137.145,137.905,0.000,4.949,0.000,0.000,0.860,0.000,0.000,2.599,0.000,0.000,0.000,0.000
17.110,138.271,140.172,1.037,5.009,0.000,0.000,0.485,0.000,0.000,0.724,1.435,1.841,0.000,0.000
17.120,138.434,140.843,3.317,2.954,0.000,0.000,0.000,0.000,0.000,0.000,2.832,3.716,0.683,0.994
17.130,137.759,139.732,6.169,1.158,0.000,0.000,0.000,1.559,0.809,0.000,2.193,2.330,1.046,0.769
17.140,136.325,137.908,8.720,1.862,0.000,0.000,0.000,2.237,1.038,0.000,0.728,0.000,0.699,0.000
17.150,133.922,136.063,10.465,5.452,0.000,0.000,0.000,2.085,0.353,0.431,0.133,0.000,0.462,0.000
17.160,130.275,133.281,11.624,10.671,0.000,1.043,0.000,1.302,0.000,1.021,0.475,0.000,1.036,0.000
17.170,125.202,128.167,12.672,15.551,0.982,1.563,1.037,0.188,0.000,1.356,0.492,0.034,2.212,0.287
17.180,118.786,120.823,14.096,18.384,0.469,0.654,1.910,0.000,0.537,1.670,0.000,1.408,3.207,0.710
17.190,111.551,112.821,16.484,18.900,0.000,0.000,2.043,0.374,1.401,1.503,0.000,1.001,3.437,0.273
17.200,104.188,105.323,20.104,18.758,0.000,0.000,1.684,1.824,1.005,0.479,0.000,0.000,2.749,0.000
17.210,96.927,97.918,24.366,20.197,0.000,0.000,1.558,2.267,0.000,0.000,0.000,0.000,1.270,0.000
17.220,89.378,89.370,28.084,23.823,1.144,0.000,1.609,0.693,0.000,0.000,0.000,0.869,0.000,0.000
17.230,81.164,79.237,30.156,28.018,1.936,1.448,1.076,0.000,0.000,0.000,0.000,1.311,0.000,0.000
17.240,72.581,68.799,30.086,30.601,1.961,2.044,0.000,0.000,0.000,0.229,0.000,0.000,0.000,0.000
17.250,64.515,60.299,28.532,30.674,1.729,0.917,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.000
17.260,57.708,54.806,27.290,28.889,1.704,0.000,0.375,0.000,0.391,0.131,0.000,0.000,0.172,0.000
17.270,52.048,50.849,27.910,26.600,1.906,0.000,1.800,0.305,0.000,0.382,0.538,0.000,0.000,0.426
17.280,46.495,45.783,30.051,25.069,2.277,0.000,2.631,0.016,0.000,0.157,0.240,1.051,0.000,0.419
17.290,40.046,38.566,31.665,24.884,2.975,0.190,2.751,0.000,0.000,0.000,0.000,0.938,0.000,0.359
17.300,33.031,30.751,30.896,25.441,4.090,0.625,2.925,0.000,0.420,0.000,0.000,0.592,0.000,0.964
17.310,26.966,24.717,27.606,25.120,5.428,1.355,3.788,0.181,1.319,0.000,0.000,0.685,0.000,1.830
17.320,22.687,21.385,23.187,22.586,7.010,3.330,5.569,0.585,1.107,0.000,0.892,0.476,0.000,1.946
17.330,19.152,19.638,19.333,18.265,9.535,7.058,8.558,0.145,0.392,0.000,1.826,0.000,0.000,0.843
17.340,14.848,17.537,17.014,14.165,13.800,12.192,13.126,0.000,0.132,0.000,1.456,0.000,0.339,0.000
17.350,10.123,14.034,16.035,11.803,19.574,18.288,18.955,0.000,0.543,0.000,0.409,0.000,0.082,0.000
17.360,7.104,9.825,15.239,10.657,25.588,25.687,24.850,0.275,1.235,0.000,0.000,0.000,0.000,0.000
17.370,6.951,6.627,13.538,9.293,30.899,35.103,30.097,0.567,1.766,0.000,0.000,0.355,0.000,0.000
17.380,8.100,5.426,10.911,7.411,36.035,46.668,35.689,0.000,1.838,0.000,0.268,0.078,0.000,0.000
17.390,8.012,5.486,8.128,5.738,42.458,59.975,43.231,0.000,1.361,0.000,0.460,0.000,0.282,0.891
17.400,6.081,5.321,5.780,4.477,50.959,74.656,52.822,0.000,0.600,0.000,0.104,0.503,2.269,0.912
17.410,3.805,4.483,4.018,3.309,60.844,90.240,62.947,0.000,0.029,0.000,0.000,2.479,2.197,0.537
17.420,2.464,3.805,2.833,2.556,70.564,105.853,72.211,0.419,0.000,0.579,0.000,4.064,0.580,0.304
17.430,1.926,3.806,2.122,2.782,78.793,120.754,80.275,0.180,0.000,2.055,0.058,3.722,0.000,0.038
17.440,1.716,3.627,1.755,3.253,85.191,134.721,87.250,0.000,0.000,1.779,0.272,1.900,0.000,0.000
17.450,1.897,2.153,1.747,2.284,90.616,147.094,92.967,0.000,0.000,0.296,0.000,0.634,0.000,0.000
17.460,2.424,0.000,2.129,0.000,96.087,155.994,96.949,0.000,0.000,0.000,0.000,1.000,1.400,0.000
17.470,2.582,0.000,2.643,0.000,100.919,159.632,98.778,0.000,0.764,0.448,0.000,1.904,2.170,0.000
17.480,1.682,0.000,2.864,0.000,102.585,158.069,98.393,0.284,1.873,1.758,0.491,1.835,1.309,0.000
17.490,0.000,0.359,2.609,0.000,99.278,152.521,95.996,0.778,1.406,1.549,1.105,0.832,0.000,0.137
17.500,0.000,1.489,2.016,0.843,92.009,143.349,91.760,0.000,0.000,0.000,0.657,0.090,0.000,0.000
17.510,0.000,1.024,1.246,0.000,83.378,130.143,85.647,0.000,0.000,0.000,0.000,0.316,0.000,0.000
17.520,0.000,0.000,0.361,0.000,74.920,113.602,77.433,2.351,0.000,0.000,0.000,1.090,0.000,0.000
17.530,0.000,0.000,0.000,0.000,66.447,95.990,67.237,17.480,15.404,0.000,0.000,1.514,0.000,0.000
17.540,0.189,0.000,0.000,0.000,57.504,79.646,56.406,39.412,37.993,0.383,0.143,1.054,0.281,1.308
17.550,1.497,0.000,0.091,0.000,48.498,65.697,47.215,58.664,57.674,0.499,0.000,0.000,1.651,2.629
17.560,2.172,0.000,0.567,0.290,40.246,53.760,40.565,69.530,69.061,0.000,0.000,0.000,1.213,1.589
17.570,2.782,0.204,0.221,0.294,32.807,42.238,34.407,74.244,74.567,0.000,0.000,0.000,0.000,0.000
17.580,3.864,0.020,0.000,0.000,25.161,29.628,25.934,78.154,79.248,0.000,0.000,0.750,0.000,0.000
17.590,4.880,0.000,0.000,0.000,16.479,16.514,15.450,83.835,85.324,0.000,0.000,2.771,0.000,0.000
17.600,4.543,0.000,0.000,0.000,7.746,5.799,6.584,90.355,91.940,0.000,0.000,3.916,0.000,0.000
17.610,2.237,0.617,0.417,0.960,1.409,0.076,2.198,95.825,97.606,0.000,1.431,3.272,0.200,0.000
17.620,0.000,1.352,0.685,2.619,0.000,0.000,1.447,99.135,101.444,0.000,3.285,1.209,1.737,0.000
17.630,0.000,0.797,1.455,3.739,0.000,0.000,1.651,100.090,103.039,0.298,4.630,0.000,2.906,0.000
17.640,0.000,0.000,2.569,2.770,0.000,0.001,1.695,99.218,102.359,1.339,4.947,0.000,3.979,0.000
17.650,0.249,0.000,2.835,0.147,0.000,0.000,2.301,97.390,100.059,3.227,4.690,0.000,4.605,0.000
17.660,1.966,0.000,1.848,0.000,0.000,0.000,3.709,95.029,97.393,5.877,4.743,0.338,4.339,0.000
17.670,1.854,0.000,0.867,0.011,0.000,0.000,4.583,91.981,95.274,8.559,5.552,0.499,3.127,0.000
17.680,0.926,1.493,1.116,3.096,0.000,0.000,3.470,88.272,93.202,10.953,6.970,0.000,1.097,0.000
17.690,0.784,1.769,1.965,5.010,0.000,0.000,0.566,84.210,89.414,13.270,8.894,0.000,0.000,0.000
17.700,1.589,0.927,1.859,4.808,0.000,0.000,0.000,79.614,82.569,15.460,11.676,0.000,0.000,0.000
17.710,2.059,0.000,0.656,4.026,0.000,0.000,0.000,73.882,73.349,17.032,15.472,0.000,0.000,0.308
17.720,1.130,0.000,0.000,4.120,0.000,0.000,0.000,67.005,64.054,17.797,19.358,0.000,0.000,1.102
17.730,0.000,0.000,0.598,4.406,0.000,0.000,0.000,59.670,56.385,18.288,21.864,0.000,0.186,0.607
17.740,0.000,0.000,2.069,3.182,0.111,0.287,1.333,52.318,49.975,19.254,22.615,0.000,0.031,0.000
17.750,0.000,0.000,2.607,0.486,0.000,2.178,2.158,44.997,43.512,20.946,22.889,0.921,0.000,0.000
17.760,0.000,1.004,1.433,0.000,0.000,2.001,1.595,38.262,36.850,22.934,24.001,2.311,0.000,0.000
17.770,0.000,0.000,0.000,0.000,0.000,0.843,0.505,33.206,31.084,24.349,25.460,3.045,0.000,0.000
17.780,0.000,0.000,0.000,0.000,0.000,0.100,0.058,30.042,26.775,24.213,25.415,2.752,1.035,0.000
17.790,0.000,0.000,0.000,0.000,1.635,0.457,0.521,27.307,23.272,22.074,22.875,2.081,2.363,1.878
17.800,0.000,0.000,0.000,0.000,2.181,1.679,0.865,23.155,19.804,18.765,18.776,2.435,3.266,5.256
17.810,0.000,0.000,1.563,0.000,1.007,2.792,0.108,17.375,16.185,15.852,14.840,4.854,4.851,7.745
17.820,0.000,0.000,3.586,0.000,0.000,2.671,0.000,11.695,12.457,13.846,11.986,9.318,7.742,9.686
17.830,0.000,0.346,4.035,1.429,0.000,1.072,0.000,7.933,8.861,11.892,10.073,14.934,11.610,12.045
17.840,0.000,2.249,2.601,4.264,0.000,0.000,1.661,6.183,6.207,9.659,8.747,20.474,16.521,15.643
17.850,0.000,2.576,0.320,4.363,0.000,0.000,3.141,5.172,5.325,8.125,7.974,25.179,23.878,20.749
17.860,0.000,0.536,0.000,2.018,0.000,0.000,1.511,4.096,5.859,7.556,7.599,29.646,35.055,27.263
17.870,0.000,0.000,0.000,0.000,0.000,0.340,0.000,3.336,6.298,6.199,6.910,35.548,49.363,35.051
17.880,0.541,0.000,0.771,0.000,0.000,0.116,0.000,3.280,5.490,2.538,5.148,43.855,64.261,44.011
17.890,0.533,0.000,1.449,0.000,0.000,0.000,0.000,3.244,3.616,0.000,2.397,53.481,77.622,53.656
17.900,0.000,0.000,0.316,0.000,0.130,0.000,0.264,2.294,1.501,0.000,0.000,62.009,89.242,62.636
17.910,0.000,0.000,0.000,0.000,0.869,0.294,1.750,0.885,0.000,0.000,0.000,67.529,99.851,69.150
17.920,0.000,0.000,0.000,0.953,1.116,2.571,1.543,0.675,0.000,0.000,0.000,69.654,108.908,72.313
17.930,0.836,0.000,0.000,1.651,0.359,3.790,0.820,2.295,0.000,0.000,0.000,69.242,113.840,72.785
17.940,2.242,1.331,0.223,0.689,0.000,2.669,0.369,4.138,0.000,0.000,0.000,67.530,111.938,71.660
17.950,0.893,0.423,0.709,0.000,0.000,0.000,0.020,4.085,0.653,0.000,0.000,65.169,103.130,69.159
17.960,0.000,0.000,0.000,0.000,1.055,0.000,0.000,1.987,1.553,0.000,0.000,61.551,90.564,64.754
17.970,0.000,0.000,0.000,0.000,1.675,0.000,0.000,0.000,0.434,0.000,0.000,55.445,78.028,58.120
17.980,0.558,0.000,0.000,0.000,0.183,0.000,0.676,0.000,0.000,0.852,0.000,47.015,66.871,49.774
17.990,24.956,21.255,0.000,1.280,0.000,1.421,2.223,0.000,0.000,0.000,0.667,38.684,55.810,41.032
18.000,57.904,55.390,0.000,1.230,0.000,2.428,3.176,0.000,0.000,0.000,2.291,32.762,43.431,33.086
18.010,83.789,82.822,0.000,0.761,0.000,1.716,2.901,0.000,1.826,0.000,3.010,28.382,30.185,25.872
18.020,94.714,95.457,0.000,0.821,1.602,0.000,1.921,0.000,2.233,0.090,2.964,22.235,17.993,18.457
18.030,96.675,98.617,0.000,1.103,2.685,0.000,1.150,0.000,0.798,2.090,2.184,12.916,8.598,10.919
18.040,100.214,101.889,0.000,0.795,1.289,0.000,0.754,1.553,0.000,2.279,0.359,3.409,2.497,4.930
18.050,109.134,109.493,0.546,0.000,0.000,1.341,0.230,2.670,0.000,0.779,0.000,0.000,0.000,1.760
18.060,119.645,119.539,2.586,0.000,0.000,3.568,0.000,2.244,0.561,0.000,0.000,0.000,0.000,0.570
18.070,127.167,128.398,3.851,0.000,0.000,3.522,0.000,1.259,1.146,0.000,0.000,0.000,0.000,0.000
18.080,131.135,133.981,3.206,0.260,2.215,1.441,0.631,0.833,0.862,0.000,0.000,0.000,0.000,0.000
18.090,133.973,136.434,1.620,1.080,4.251,0.000,3.263,1.037,0.592,0.000,0.000,0.000,0.000,0.000
18.100,137.564,137.242,0.982,1.836,4.073,0.206,5.535,0.864,0.767,0.394,0.000,0.000,0.543,0.000
18.110,141.410,137.777,1.940,2.757,2.235,1.373,5.564,0.000,0.758,2.451,0.000,0.000,1.321,1.257
18.120,143.365,138.360,3.721,3.839,0.241,1.087,3.118,0.000,0.194,3.109,0.347,0.000,1.417,1.854
18.130,141.686,138.435,5.452,4.849,0.000,0.000,0.101,0.000,0.000,1.867,0.581,1.169,1.294,1.790
18.140,136.674,137.310,6.780,5.856,0.000,0.000,0.000,0.000,0.500,0.014,0.416,0.806,1.368,1.571
18.150,130.458,134.612,7.698,7.408,0.000,0.000,0.024,0.000,1.287,0.000,0.000,0.000,1.615,1.232
18.160,125.041,130.322,8.664,10.028,0.000,0.000,2.109,0.000,0.558,0.000,0.000,0.000,1.542,0.520
18.170,120.645,124.722,10.623,13.537,0.000,0.422,2.948,1.098,0.000,0.000,0.000,0.000,0.652,0.000
18.180,116.073,118.210,14.127,16.965,0.145,0.063,1.644,1.447,0.000,0.000,0.000,0.000,0.000,0.000
18.190,110.306,111.022,18.425,19.288,1.224,0.000,0.000,1.440,0.000,0.000,0.000,0.000,0.000,0.704
18.200,103.309,103.250,22.024,20.449,1.857,0.000,0.000,1.773,0.000,0.000,0.292,1.031,0.000,2.129
18.210,95.575,95.119,24.324,21.444,1.969,0.000,0.000,2.192,2.075,0.000,0.597,1.220,0.369,2.514
18.220,87.568,87.033,26.225,23.215,2.216,0.000,0.821,1.702,2.861,0.000,0.283,0.000,1.966,1.690
18.230,79.615,79.314,28.758,25.705,3.227,0.000,1.434,0.000,1.631,0.000,0.251,0.000,2.522,0.995
18.240,71.934,72.079,31.553,28.121,4.536,0.939,0.667,0.000,0.000,0.000,1.130,0.000,2.128,1.339
18.250,64.632,65.306,33.192,29.774,4.816,1.146,0.000,0.000,0.000,0.000,2.090,0.000,1.373,1.843
18.260,57.690,58.765,32.847,30.487,3.391,0.625,0.000,0.000,0.000,0.000,1.835,0.000,0.571,1.298
18.270,50.983,51.984,31.074,30.561,1.178,1.061,0.000,0.026,0.000,0.000,0.568,1.208,0.000,0.123
18.280,44.495,44.745,29.174,30.438,0.000,2.857,0.000,0.913,0.000,0.000,0.000,1.870,0.000,0.000
18.290,38.533,37.646,28.109,30.081,0.631,4.978,1.853,0.000,0.000,0.000,0.158,1.975,0.876,0.000
18.300,33.439,31.696,27.768,28.860,2.803,6.250,4.668,0.000,0.000,0.062,0.815,1.729,3.010,0.000
18.310,29.042,27.138,27.020,26.529,5.190,6.486,7.042,0.000,0.563,0.658,1.065,1.005,4.523,0.000
18.320,24.702,23.069,24.795,23.848,7.284,6.770,8.551,0.000,1.411,0.660,1.440,0.000,3.963,0.000
